mean_residual,median_residual,std_residual,min_residual,max_residual,residual_p95_abs,residual_p99_abs
5.792646230344034e-10,4.0564406927210825,449.9516459543678,-1939.8064327367238,3747.649817812103,933.9371433512835,1395.9393445107653
