pickup_hour,residual
299,279.5211945377114
300,235.70726615338117
301,-815.0919399187223
302,-497.8476322063407
303,183.08077515850073
304,106.14675644482031
305,194.9812653267236
306,152.19252252380738
307,358.61401501421915
308,-463.57263995867925
309,-477.293670367726
310,466.19623651958955
311,1330.8993122800348
312,1096.779662999893
313,837.1345820736078
314,-273.7784065101123
315,-776.6719031052316
316,-386.59975210425364
317,-594.6239090908916
318,43.784267395596885
319,-56.52617325600022
320,435.1021498609698
321,791.0020957312045
322,479.4150675886858
323,207.0398470120308
324,251.60518280458564
325,1048.2706307483868
326,-559.6214042361153
327,-198.91758323016074
328,747.7638693882973
329,57.23135193385315
330,125.67650480886914
331,31.572143211004914
332,389.7056420649569
333,1220.423734435517
334,-1939.8064327367238
335,-632.3472128986919
336,-13.15810357219948
337,-362.965079202708
338,-250.69779777875067
339,44.54452427846584
340,101.49998902444722
341,309.110665493605
342,315.1712212210764
343,359.8359778506983
344,67.08766637786903
345,-40.71830863157447
346,10.998529570234496
347,74.23440331824531
348,10.310018475212928
349,-111.52274904936712
350,94.4023233670232
351,272.34929328687576
352,68.23796605130065
353,118.45652687519214
354,-262.97194318788024
355,-52.43076505553199
356,555.851846672911
357,-231.3828865855494
358,167.29511652343717
359,-329.297124104407
360,275.922210291646
361,214.94842344181887
362,242.46438043906033
363,268.72896204159287
364,198.18759835375505
365,114.22513108696535
366,73.45890678376509
367,0.39841643708041374
368,-309.119458240305
369,-574.2305097114177
370,-81.87770280016866
371,-367.1540840624375
372,-86.67609842761794
373,-136.13748675995612
374,-43.17233858936288
375,-175.07251608784372
376,-222.7439957728693
377,-549.503350684492
378,-145.34721957942202
379,-255.14794446573433
380,477.74545828289865
381,169.9781301876792
382,-419.50635401734326
383,-1494.4879152077347
384,-201.95857624375458
385,223.21480515218673
386,344.0327831796732
387,302.18559333463895
388,240.34348037607586
389,204.40072639634786
390,42.316467249025436
391,241.3748525793044
392,-235.47195347311117
393,-416.26711011184034
394,-16.479197625314555
395,-44.72138736277611
396,74.9576703910925
397,237.7171583600266
398,70.56413928287384
399,587.7624153560564
400,1123.6896919878836
401,-316.254170905484
402,379.0020539860252
403,-72.85125501458788
404,50.19677842195506
405,615.248836840582
406,-357.55753700075184
407,-1307.0988255305174
408,-525.6201286245578
409,-72.20113444411038
410,180.9243518958907
411,143.10665961483937
412,105.41502657309377
413,204.89121542936175
414,293.88748910640516
415,418.4561208039149
416,-322.7967579825581
417,-353.2098695694194
418,-209.08598493566478
419,-206.28512368302472
420,-17.344132255782824
421,343.8187194005204
422,197.09209235235357
423,-107.64178589122457
424,-361.1949077000372
425,107.47629772211985
426,239.93029675751131
427,-1376.8885069818589
428,-76.79442055527397
429,-338.8040164956783
430,390.57440124302866
431,-536.0604037448802
432,-884.0504815832783
433,-108.0135310506812
434,188.25158173080285
435,208.6453338751814
436,153.87836633571067
437,98.26315538053939
438,11.869538497824578
439,-355.22019335392906
440,-282.4044311711232
441,-369.27212590383715
442,-76.83321291839911
443,-17.473548665381713
444,-251.13001424679805
445,-177.25921880069836
446,-197.47229560786582
447,39.446795118890805
448,-198.18481526535652
449,-2.9684094847580127
450,-173.6610918794904
451,257.185829501017
452,-776.1258416652754
453,-413.6968882137635
454,612.3945532754724
455,838.5286867985787
456,1100.0345748554073
457,459.2085678171452
458,-126.63327913019657
459,-548.1389639422955
460,-747.3469340036222
461,-576.5988553339444
462,-365.8372489094977
463,-614.773743698825
464,247.55323632914497
465,540.9213958012197
466,190.4867706279456
467,147.8363912304967
468,-278.20602690670876
469,1.6356958517799285
470,-446.4810228579863
471,118.87402560723149
472,852.1443879429935
473,470.80546335361396
474,169.09687706741533
475,671.9113493122031
476,-103.19335519148353
477,831.9752165639275
478,1051.385684030638
479,1670.3632239895833
480,602.7654159698204
481,361.90012665309587
482,-157.55874860524
483,-730.6212648576193
484,-602.1163194097508
485,-454.3868814844336
486,-109.38892425166637
487,-68.8445020076258
488,426.65822912471026
489,867.4320640342053
490,878.3907631105612
491,214.33315559507537
492,283.93097894613675
493,-35.361366624342736
494,299.0101864079097
495,-419.83247057272456
496,7.358957994278171
497,75.58965587560579
498,-266.2575577892803
499,-414.8567552714512
500,55.62267641671497
501,-1328.0288195157536
502,-1547.513213162525
503,-629.0703038718812
504,-455.44081114102687
505,-470.03179111308305
506,-256.56757256247397
507,-40.930971292640265
508,78.65151857693127
509,222.03658060043995
510,122.32354449042509
511,-34.92081656863138
512,-108.7308566268257
513,-108.04453179086704
514,-346.79834634922554
515,-123.82954057894221
516,-389.6562007626035
517,-133.20081589509937
518,-421.1840569457099
519,-4.633713535438801
520,-194.2830987159914
521,-62.41827707091397
522,-724.1961265266509
523,-162.94824547548615
524,352.362203980927
525,32.6800193323179
526,823.9366534393685
527,-428.06124422722814
528,-120.51015333491773
529,206.09998564547897
530,221.89562448886733
531,165.8879109264222
532,77.35170669883752
533,125.5367451109098
534,-161.6665247801011
535,-485.10700232257386
536,-506.7519217700419
537,14.375513521902576
538,-466.05845972137377
539,26.08859510165985
540,-136.88731385590563
541,19.78977150469018
542,-151.254326722139
543,-95.62232103008137
544,-192.49435648283725
545,-109.73149156140244
546,-389.7240935774016
547,-183.1375524844716
548,301.8890255291981
549,224.55009038252138
550,-206.97466828724555
551,-1059.7717849215742
552,71.57893097017882
553,250.02165790510355
554,308.87277932357233
555,299.7780339583811
556,233.9152731257008
557,202.75706686968272
558,134.4685991474239
559,490.5610203409792
560,-325.2247131334598
561,-309.2880727736838
562,-438.29490249475475
563,76.21598739496494
564,122.73364756558385
565,-227.18951288195603
566,896.1096102011952
567,-691.0766365702702
568,-576.5602996896678
569,-740.0534940098614
570,-462.8781403784096
571,-60.15634740564656
572,139.22481936956228
573,-133.46353407680272
574,202.31439370123826
575,-874.8548364114577
576,103.14975822527981
577,70.34092715267082
578,279.2401493263846
579,206.4524572009866
580,191.36377257205004
581,151.1828181627135
582,83.87444165420607
583,-94.54006909943018
584,-205.06122071114078
585,-531.3260470157547
586,-177.2428529601575
587,-57.99424544371686
588,-156.6910503029958
589,61.153380554764226
590,-107.12077468103234
591,-49.956107717393934
592,-133.90658554789934
593,-464.9516491366794
594,-0.8505634238154016
595,35.95430635620232
596,232.82170910794048
597,312.70734387630273
598,587.2568407679064
599,-317.6750977617312
600,-350.52760525129816
601,-39.698846642451144
602,160.46961509245307
603,136.72731298672295
604,131.07880996965025
605,65.26334462206296
606,-92.05207575926738
607,-93.2601665094835
608,-363.782573425814
609,-99.99112381944087
610,-9.032537736780796
611,-350.1382676823714
612,-235.58785942632767
613,-172.19932710264584
614,-40.80460886474884
615,56.818757115675
616,-186.15800842392764
617,-257.18489772456815
618,-80.36801083267801
619,-152.61180626000805
620,-294.7938366242206
621,-142.42656123261168
622,225.2312850850476
623,1886.0763363831602
624,481.13698680214384
625,1.651649579777768
626,-300.5036990577205
627,-451.5576103249314
628,-532.9113533174095
629,-493.89952759207915
630,-339.16880502297136
631,-587.084052786322
632,-3.8875684004842697
633,504.61073561969897
634,65.47393935956461
635,-29.45568897479552
636,-190.98270873017736
637,-294.63151110885974
638,-800.7075490937177
639,-128.00224527074988
640,1268.9238804204124
641,489.66677921395876
642,-878.6879886659044
643,103.57148203656016
644,-411.73071580423766
645,-472.7077469245205
646,-163.3059911128621
647,66.87580015479034
648,553.4851078230022
649,-342.9697810845664
650,-704.3265089090751
651,-401.69982745351535
652,-293.2184113960395
653,-174.53618507752083
654,149.663446225784
655,176.51805687372962
656,329.9205101720511
657,853.8872107012548
658,577.1886674766229
659,305.625038253962
660,172.02750078403187
661,278.82340873863814
662,-91.62649578019409
663,31.318144037320963
664,563.9657554787282
665,-166.63650690691247
666,-166.95685002970276
667,260.02491810029824
668,359.75004337525024
669,-1034.8969421757047
670,-864.4921568635373
671,-20.698508815218702
672,-83.76850349804681
673,-124.09917267355445
674,107.95803514949577
675,192.6763782750015
676,178.14024369410876
677,333.7068939919608
678,316.8157494284144
679,402.6544776555693
680,320.3593577591164
681,215.615585596418
682,227.90875373035578
683,18.03694305192039
684,293.42551868054215
685,90.8924301320867
686,220.88234513217412
687,600.9665305768531
688,-84.08522805809298
689,113.80254363032964
690,53.20244976573122
691,221.90932184510802
692,901.3196943241473
693,124.09040211784577
694,-517.0254336017679
695,-53.349896209739654
696,39.854506972763375
697,345.91178887773833
698,346.7998070619752
699,210.58385107046564
700,189.68994372734852
701,201.2160732706639
702,86.82559840198883
703,716.7107484974722
704,2.5088935849753398
705,-49.58453566773369
706,-97.72264927647029
707,-75.12300743970354
708,195.7168541718138
709,117.61847788881823
710,66.54146644609682
711,304.9084545586011
712,-152.18544900817142
713,118.34145014616388
714,505.82266147676
715,58.72104066704014
716,737.9025535639948
717,356.6944910797811
718,1325.5375296022112
719,-1340.460023938952
720,-214.71175446537382
721,364.14331154876993
722,72.92804956055056
723,159.14160063724216
724,67.41106430128104
725,251.36126979688913
726,143.02186539604236
727,49.605074112430884
728,-155.74202849850008
729,-422.59299000016836
730,-47.16643087431203
731,84.499516773918
732,194.79197813393148
733,62.87587012602762
734,-80.87455774683804
735,3.239883382863809
736,33.54595892535963
737,389.37521966044915
738,232.8727775649786
739,166.37995872249212
740,826.7446796132481
741,961.6407767690753
742,-171.24080007016528
743,-899.2066567004977
744,-449.8353096904343
745,210.7582212692546
746,173.53211378629157
747,203.38013130556894
748,165.30133893469144
749,140.32837362208045
750,165.91403035091776
751,311.5480655958854
752,208.63235229843667
753,-436.2723456071417
754,-231.58002959470923
755,-227.92228334786978
756,19.84260785546303
757,104.19563889226629
758,369.2765194502608
759,140.66365766424224
760,120.88691274862231
761,494.5365154872052
762,1004.7926852077835
763,-285.94962935975855
764,502.0144172855862
765,812.9557709011824
766,276.46358376887474
767,0.48604166607492516
768,702.011658670543
769,-417.8394639419553
770,139.51466289434154
771,172.21398720792462
772,177.64014080259392
773,207.92358649165226
774,75.13466404062865
775,182.37256856508384
776,-32.5477714337685
777,-134.79035464811932
778,225.85223250740273
779,222.14071425926704
780,88.28881937857659
781,-54.88314857655223
782,222.87035823333554
783,227.65681189712996
784,-460.19446029416304
785,201.4869632323789
786,201.39802025438257
787,377.4236626934962
788,-582.3652050852197
789,-349.3535700173752
790,951.7029162598346
791,752.8501800769545
792,887.2354509929337
793,-88.90943470636648
794,-543.6466713894488
795,-320.9524858087875
796,-606.0175680814637
797,-525.8277960460795
798,-318.30540699843687
799,-479.61030184803394
800,207.70910055825516
801,673.0956262253662
802,420.02894373224626
803,364.5516826109697
804,626.4761873438702
805,622.921716631985
806,-304.372847519212
807,230.70933637764938
808,413.42628703433
809,81.46913973956543
810,406.894008556621
811,795.5494655148159
812,-756.4798570763969
813,-275.7149928571125
814,1180.8966472508555
815,1274.092213437135
816,985.7865131225981
817,408.6461227285681
818,-320.51643547520507
819,-357.532225055254
820,-256.83163506003393
821,-367.70829064970553
822,-153.69622127774073
823,-24.100680656124496
824,539.9842039961673
825,1076.5533614429146
826,1057.1767627657655
827,700.9130308973372
828,375.1256547567418
829,479.28460898398407
830,1480.4758748543181
831,674.6426868020772
832,-146.73022097240664
833,285.39058887757255
834,-55.235675428676586
835,655.0298432157424
836,-698.1420623029853
837,-1136.608875055672
838,-1007.929790447718
839,-532.2147605146488
840,-67.36605251610558
841,-504.611859530017
842,-217.55513841759603
843,80.95179134558998
844,121.28696555628113
845,348.6526239294973
846,195.90169985891475
847,486.0823657051583
848,388.59600737830533
849,-218.16212599565551
850,-120.92630812714287
851,-318.05449703995237
852,-183.36942036312666
853,-339.83173652958885
854,-444.53397485474034
855,-186.23596096467372
856,-363.26348738970864
857,280.35681055964415
858,-301.1508022351327
859,-97.48242655778904
860,252.3124170650235
861,-168.7948674675863
862,25.989172961634722
863,-199.23351729637352
864,268.1956676892901
865,201.87111181964002
866,306.96478805886505
867,262.11328501582653
868,135.44488329669895
869,154.24420878621447
870,-29.728231981125646
871,136.67270560685756
872,-357.1706549016035
873,-414.36332412370393
874,-96.71146654798576
875,31.247044765987084
876,-112.51890353384078
877,199.4046186059668
878,394.0814682237433
879,66.11573120978755
880,109.49094113608135
881,53.68623513518469
882,23.70771089939626
883,-266.16037084714844
884,511.48858442480923
885,645.6673265697154
886,-25.334900613803256
887,-313.7311801654314
888,-280.8102451705754
889,77.8926260701237
890,276.1724249067711
891,322.6517133408462
892,235.28830014458197
893,248.13467728896512
894,384.6885853153226
895,563.2102741249801
896,43.88347408843947
897,-614.7739252179299
898,-139.95783931032292
899,145.52571568942403
900,172.21259323641425
901,126.33068446686048
902,150.77758744816583
903,200.8148998506349
904,152.82232155951988
905,119.62246911651528
906,237.11636027284658
907,-319.3199717452799
908,320.296239618714
909,311.87046496324
910,412.6465731734379
911,-61.979891036553454
912,-584.2664329837503
913,54.870820951986616
914,236.7557384268668
915,265.9594298598646
916,154.4663343610755
917,306.2560088512869
918,203.37431969572208
919,180.93607997468644
920,-295.30669719184243
921,-484.03906486419874
922,-7.576532617687917
923,92.50504425538111
924,78.42406700772062
925,-86.0746949696495
926,247.90807685571872
927,-41.03197452354652
928,120.85750238899163
929,434.19310943589517
930,523.7599976786605
931,-267.2875903997119
932,126.83141837202584
933,-99.21947508419726
934,185.28184896832954
935,320.00601203170936
936,-442.2664150479932
937,-263.9728531194073
938,82.02054409472225
939,122.37720057385366
940,142.03114534359793
941,88.76687846706079
942,121.12271980283822
943,194.36557355901004
944,322.1230511735612
945,-164.8552061569908
946,-172.6854616694818
947,-249.89971683879776
948,-280.0046961480075
949,-156.03911651989802
950,338.9366807822453
951,222.61507488163443
952,484.98567393362464
953,-34.80863449880417
954,558.407998294173
955,1332.9512604540141
956,-1470.5309239654089
957,-173.83895147688327
958,287.38045101024
959,552.446748046752
960,614.0783221558113
961,207.1673531692968
962,-27.16513585824032
963,-512.0449765992198
964,-458.14023967015055
965,-622.0452031902632
966,-428.5538727564094
967,-691.0524787814525
968,84.47455133299127
969,484.2208086598416
970,312.39572440991924
971,77.75264085024992
972,-373.0388255388234
973,-254.67457622183883
974,-870.0193604736041
975,212.59699003540936
976,327.9253226037381
977,-74.91637437734971
978,3.024612464292659
979,218.7392100159268
980,-913.1216249394611
981,-548.1762119130899
982,524.1584232749046
983,530.9190201139054
984,329.31550035481905
985,-339.3762809379032
986,-438.9891483194642
987,-443.6811084092542
988,-294.67335917185574
989,-374.94269023283664
990,-169.04162770352036
991,-26.523511590690532
992,435.7332185274904
993,1024.8607366223728
994,808.324201170446
995,787.0867766637266
996,954.3443148281576
997,-287.5478879275797
998,-750.3072798805424
999,-784.6796777352665
1000,81.5116995207436
1001,-133.90733754459688
1002,-363.47824333393964
1003,42.33803410001747
1004,381.66524953572934
1005,-627.5411632240512
1006,-1099.6530713391394
1007,-712.4562292419164
1008,-241.11052596162813
1009,-301.37158727643305
1010,-200.19989070166343
1011,-2.6765124523116697
1012,115.3853033868441
1013,231.93109335861095
1014,236.16603600984058
1015,299.4045172647616
1016,296.43560335944403
1017,14.840084158646278
1018,-156.1262550486981
1019,-349.17699391879887
1020,-248.19476772805228
1021,-209.74653717598449
1022,315.7096630853066
1023,301.72796302777533
1024,-165.7331127669313
1025,383.94217843602746
1026,408.0615160582729
1027,-337.1993114528477
1028,309.5050524907665
1029,546.4349440574733
1030,453.3305203384225
1031,-436.9856667374697
1032,-184.3317654997718
1033,183.97507453122563
1034,192.4735637795298
1035,162.68622936733362
1036,114.15071286442964
1037,116.3912436390359
1038,-24.640107087490378
1039,374.5280947642641
1040,-97.19311737997668
1041,-441.7648385407974
1042,-364.4612684102176
1043,216.18184724240746
1044,491.2346319402732
1045,-319.4182231187924
1046,229.78765154299617
1047,232.9985502366544
1048,-209.84784168528677
1049,-110.16030698947361
1050,975.5121260983215
1051,1397.0311391645555
1052,-353.4797644124428
1053,908.2927991010356
1054,-184.247594325112
1055,-594.278623488748
1056,-743.5282162536105
1057,11.762750559402093
1058,145.96236894767839
1059,142.24030763451447
1060,108.63152430429193
1061,190.3906349136156
1062,350.9622727407359
1063,656.4773974119926
1064,144.14608858997053
1065,-315.07684046151826
1066,-530.8887639836403
1067,-152.43915898505475
1068,-272.36504227311707
1069,-288.8287680052408
1070,201.7893236726086
1071,-24.625586036978348
1072,228.62235719493947
1073,454.3813379699459
1074,-396.41200233488416
1075,-317.68949686904307
1076,763.9611006482537
1077,289.52973333178306
1078,17.969589410493427
1079,-330.4562040928258
1080,-1016.7440571276984
1081,-50.74287660876894
1082,81.32464004865312
1083,116.94712503124026
1084,169.66167572256586
1085,297.5621443686158
1086,350.9395574813393
1087,437.5108914530174
1088,-277.5753907198041
1089,-323.4899160725572
1090,-650.1822074007487
1091,-70.0273453901109
1092,14.187059564433184
1093,-204.90340734445363
1094,146.4279271802252
1095,120.37018810669542
1096,4.089178627114961
1097,88.32183873525719
1098,504.2084299693688
1099,-551.4452326438586
1100,-18.915863413818442
1101,249.76121248290838
1102,363.33134908138527
1103,-268.9924923151475
1104,-495.3829525667852
1105,-192.35373826085015
1106,169.31146888952276
1107,169.0147581157496
1108,255.81089065567244
1109,20.79663547752841
1110,-26.045307869343105
1111,-356.68470766951486
1112,-183.69465146842776
1113,-335.246903288863
1114,-63.86583812305162
1115,-144.90063062630725
1116,-14.858613744137983
1117,145.26170713391548
1118,491.62465594214063
1119,-104.26306441871384
1120,-300.05834706804126
1121,173.08595271799277
1122,363.3003646287143
1123,-490.5237923933273
1124,-489.01979809089426
1125,-764.4188060719844
1126,543.4777881084619
1127,1594.761446873843
1128,977.7164770562404
1129,158.43870425884325
1130,-81.22593839655065
1131,-380.85005281301073
1132,-418.1018382075231
1133,-390.5787976310253
1134,-88.17142244264915
1135,-596.1860946317975
1136,152.17009944481197
1137,746.784056734411
1138,192.82002454876874
1139,-15.97100546031379
1140,112.53725858926464
1141,-256.15051254552327
1142,-284.55680032191685
1143,1004.394474739207
1144,194.7449228840378
1145,285.9152734234376
1146,164.29649350186082
1147,462.7530653013346
1148,-1287.181790660382
1149,-287.0196714573585
1150,234.002468898776
1151,1154.0920529163113
1152,673.6352054440495
1153,262.3021292417916
1154,-465.8844051859296
1155,-339.7517431759211
1156,-131.44656314870144
1157,-276.0360470445805
1158,-31.592749614090508
1159,-81.63578447679856
1160,757.0043559252945
1161,781.0506443626987
1162,903.7639775224843
1163,330.63995275143407
1164,104.33929095200165
1165,81.78966437859435
1166,179.0646048670278
1167,-303.4576971311935
1168,223.35150360971966
1169,-97.84649697996883
1170,86.16755051158816
1171,-95.47992821419939
1172,-17.9097655046653
1173,-550.7704481202463
1174,-804.3241378323191
1175,-844.0586423343166
1176,-100.63868373896048
1177,-290.82128332972593
1178,-198.19084879288368
1179,77.15585116873189
1180,125.52286157899908
1181,187.47767729880218
1182,196.82809607029958
1183,370.02175053314886
1184,169.06111923512708
1185,-34.76451222074229
1186,-393.36886405756377
1187,-114.89699540081074
1188,-162.49492074444515
1189,-30.127298951296325
1190,-208.91326490451866
1191,-72.768019306116
1192,-165.9110621323798
1193,-297.7114539348204
1194,-214.00805156832303
1195,-3.8597676582048734
1196,334.8087385737408
1197,207.3835747380199
1198,-646.194428808758
1199,-463.5514674061974
1200,-0.2856781714333465
1201,137.29210727261847
1202,258.26645496698796
1203,185.22890980363815
1204,171.02996951866697
1205,128.95709550968184
1206,-127.86257429300986
1207,-124.61785389625129
1208,-258.61828339540443
1209,-448.5306982548218
1210,-131.03708291929615
1211,-62.257246333558214
1212,-175.88229447613412
1213,119.00369990955096
1214,139.58744027113607
1215,-176.25666062347227
1216,-57.813064897322874
1217,34.51938981382045
1218,-262.012281095891
1219,-825.3277716022458
1220,255.67116616937165
1221,614.2883123616411
1222,-42.17602445573448
1223,-560.4881312857751
1224,-303.95983723268455
1225,51.08609798248915
1226,293.19261238071596
1227,285.5907771515947
1228,306.84298846489867
1229,187.99666752856524
1230,53.33882478822807
1231,-19.516163668975423
1232,-373.8076800124836
1233,-488.7147895233675
1234,-309.11422487903474
1235,115.82107223402454
1236,-132.04849929945522
1237,249.91860038447248
1238,98.72312472194972
1239,146.68213193038537
1240,-246.08566367267758
1241,317.370493029699
1242,357.75285276042996
1243,-462.3732943316136
1244,20.624825608996616
1245,298.6357665410487
1246,452.80255964625576
1247,-132.62195051342223
1248,-640.5441210122235
1249,15.592017274168029
1250,154.73186694925607
1251,279.62052752781756
1252,268.9640183769644
1253,261.1234382340409
1254,-45.20810789355028
1255,130.73793059803484
1256,-161.52531248887954
1257,469.49338014284785
1258,-658.5478668391279
1259,-983.1527093700379
1260,-76.09059798762155
1261,14.996353878460468
1262,54.627107204825734
1263,-367.2781922328495
1264,-69.50935814368495
1265,-331.03233145531703
1266,-593.9107056313005
1267,-1198.0394607667058
1268,-514.0269325430536
1269,-585.502943696989
1270,-606.3393830940931
1271,-274.6053853595449
1272,829.3834296663849
1273,-11.604515406754672
1274,22.691670033823357
1275,199.88636096423562
1276,369.83047677364897
1277,262.312515696549
1278,-108.02510822350405
1279,-289.0433122902573
1280,-436.2949713555363
1281,442.6621648172131
1282,246.43895362974035
1283,-375.10757495526923
1284,-89.7827423638646
1285,-135.294651823614
1286,-118.21445173793563
1287,-269.18982050511113
1288,-511.0364304574796
1289,-486.80463752205014
1290,-1422.0957591502702
1291,-546.2731920500491
1292,-766.1849104772336
1293,-760.852752598179
1294,-205.0169288803263
1295,333.77830301705126
1296,-352.7887044744866
1297,-394.6048957060161
1298,-306.90055337944705
1299,-263.91598309820574
1300,-182.00372740706484
1301,-563.8546129367519
1302,-411.7054985940749
1303,-648.3713535073202
1304,-96.93646449373955
1305,41.09223151898141
1306,-241.73647787760183
1307,-396.3716841539235
1308,-800.879173486831
1309,-590.3213277072555
1310,-1037.0475767530243
1311,-870.6273740868482
1312,-355.84076552045553
1313,-826.7995912655042
1314,-1140.0027251265228
1315,-215.71077180171324
1316,-826.9048671185492
1317,-1088.1643284523489
1318,-206.69181707929692
1319,-426.54441280773426
1320,-77.97849174106932
1321,-338.03926506584185
1322,-259.4890951164339
1323,8.500863187419782
1324,-66.32604634336599
1325,-273.5450606299413
1326,-63.22104960453987
1327,-241.87594440965108
1328,324.00343784948836
1329,657.2336688276537
1330,16.41412993883887
1331,-215.26610388296922
1332,-35.89602371670571
1333,-18.718918279549143
1334,-353.5051913398311
1335,-368.43521195183894
1336,245.91448863184905
1337,212.09438741928625
1338,-139.8577234592567
1339,-31.672880023651487
1340,29.639291409347607
1341,-812.3804416000612
1342,229.09745727566133
1343,684.3003193029617
1344,837.4853435165005
1345,217.7682754263858
1346,146.03007656279863
1347,228.45498755999802
1348,413.66719404686603
1349,-76.50436260560059
1350,-201.05379170874266
1351,-543.5900320947815
1352,-578.394286397317
1353,-114.44102740375865
1354,-81.06275866739998
1355,-260.49457604800045
1356,-137.32899237194852
1357,627.9309375236653
1358,1631.203653019912
1359,-701.0684257710591
1360,-899.5814253676735
1361,-453.96188363665806
1362,-644.9285564919037
1363,439.03480974748163
1364,-350.124954261707
1365,-1121.2798507372836
1366,-1030.696205924719
1367,228.48255218759368
1368,636.3915436744338
1369,367.4837114765021
1370,42.204675438967854
1371,159.82362669287994
1372,196.16729945563424
1373,251.95653631512243
1374,91.09314635304554
1375,141.15273529942033
1376,-3.626022427704811
1377,-91.07205237073867
1378,69.95676345925858
1379,65.17192495567906
1380,-15.020189338407363
1381,340.8230826630106
1382,-324.2422682537008
1383,107.25287274404218
1384,-305.25436260006245
1385,-462.15635644003214
1386,-239.86170906708685
1387,28.90988105172528
1388,209.46812845970453
1389,-77.83058392484327
1390,-936.4736180121745
1391,-256.36371497491655
1392,74.03712650428906
1393,128.08061641784252
1394,314.0837444619632
1395,293.6806331633511
1396,186.22616409129307
1397,119.74930217420501
1398,-70.47492158594241
1399,-21.873451148057484
1400,-238.14780680924196
1401,-247.8020432287749
1402,-396.1797313902716
1403,140.7976028883004
1404,-6.394836272822431
1405,-427.6871036418079
1406,-50.13509550309573
1407,-399.46761947086725
1408,-373.7327682647083
1409,-455.84456442657574
1410,-572.9145955493987
1411,11.870887454654621
1412,759.5655469617468
1413,3747.649817812103
1414,-1172.3793990033846
1415,-1622.7020945113218
1416,-431.15683986891736
1417,29.02482351219578
1418,170.78054799397137
1419,253.09341246327548
1420,130.68650168835973
1421,233.55282645645707
1422,89.11432860663786
1423,79.45745181827533
1424,-224.0695396299716
1425,-549.1854626411541
1426,-258.19174606050547
1427,-86.18046713028616
1428,210.70887835097074
1429,-155.15133394501572
1430,13.87034362571103
1431,-43.372193227719436
1432,-260.9095460899771
1433,-2.006038230854756
1434,-257.51752195049994
1435,182.337027417414
1436,263.6393536996193
1437,-11.898821108377888
1438,-86.32946253655882
1439,1014.7416338202111
1440,-566.8108306560639
1441,-231.54584936909805
1442,172.99475467673403
1443,196.46013075183293
1444,95.81464281121492
1445,52.014406981742695
1446,-92.54953600508429
1447,-35.67925445723404
1448,-131.25227076050305
1449,-174.87032646445186
1450,-181.50832233495203
1451,131.6377391333608
1452,-95.75365654928464
1453,102.98101393922207
1454,117.56207185832682
1455,-74.91601308810095
1456,133.59501353567794
